S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.182,-0.0444,0.9328,0.3076,0.302,-0.0545,0.8001,0.5153,-0.5773,-0.0841,0.6963,0.4178,0.0625,0.079,0.9755,0.195,0.719896734,0.23499239,-0.653039813,0.00814068,40.41914779,29.48147828,55.18679117
0.1803,-0.0554,0.9338,0.3037,0.2955,-0.0692,0.8004,0.5168,-0.5869,-0.035,0.6932,0.4168,0.0611,0.0786,0.9774,0.1859,0.711849813,0.231288968,-0.662631391,-0.026360885,41.61840754,29.89131683,51.00857387
0.18,-0.0557,0.9337,0.3042,0.2955,-0.0679,0.8003,0.5171,-0.5826,-0.0082,0.6988,0.4147,0.0595,0.0784,0.9778,0.1846,0.724661547,0.231348381,-0.645385849,-0.069431077,40.77357046,31.02509107,46.5190236
0.1812,-0.0532,0.9327,0.3071,0.304,-0.0537,0.8001,0.5142,-0.6293,0.0286,0.6636,0.4033,0.0537,0.0773,0.978,0.1857,0.692421847,0.221051564,-0.677063198,-0.115211187,42.73536427,36.88509508,45.67953762
0.1813,-0.0484,0.9319,0.3101,0.3087,-0.0415,0.8013,0.5107,-0.668,0.0605,0.6328,0.3867,0.0505,0.0761,0.9781,0.1867,0.674969791,0.216411936,-0.690744403,-0.143016869,44.28345031,43.0434629,43.23224136
0.1868,-0.04,0.9305,0.3123,0.3166,-0.035,0.8011,0.5065,-0.6871,0.0649,0.624,0.3663,0.0503,0.0748,0.9778,0.1889,0.649708958,0.185656221,-0.718455369,-0.165020971,42.6737311,47.2716438,41.84723426
0.2017,-0.0261,0.9262,0.3172,0.3327,-0.0246,0.8031,0.4937,-0.6973,0.0587,0.6213,0.3523,0.0523,0.0722,0.9772,0.1923,0.648500301,0.180020985,-0.721431942,-0.163020727,41.02040835,48.32705348,41.2631363
0.2077,-0.0125,0.9257,0.3158,0.3439,-0.0189,0.8038,0.4849,-0.7092,0.0398,0.6232,0.3271,0.0523,0.0676,0.977,0.195,0.637784897,0.157487174,-0.736753094,-0.16007215,37.39663255,50.55118827,40.85743193
0.2133,-0.0009,0.9254,0.3131,0.3582,-0.0044,0.8053,0.4722,-0.7109,0.0325,0.6247,0.3211,0.0548,0.0651,0.9764,0.1981,0.638640097,0.145732778,-0.740564731,-0.149882167,36.40056976,50.54374861,41.05834663
0.2155,0.0173,0.9262,0.3087,0.3705,0.0118,0.8074,0.4588,-0.7324,0.0145,0.6112,0.2996,0.0531,0.0615,0.9762,0.2008,0.618865626,0.123938263,-0.76300052,-0.139552325,34.21760766,53.9754212,41.7286445
0.2181,0.0276,0.9265,0.3052,0.3809,0.0256,0.8092,0.4465,-0.7365,0.0061,0.6082,0.2956,0.0532,0.0599,0.9757,0.2037,0.614923053,0.120106219,-0.767554226,-0.135294663,33.9831857,55.46938684,43.25852265
0.2059,0.0651,0.9367,0.2752,0.3687,0.0419,0.838,0.3999,-0.7595,-0.0331,0.5969,0.2562,0.0469,0.0516,0.9747,0.2117,0.592881151,0.097656057,-0.790352325,-0.119576075,30.88648941,59.23760984,44.47259857
0.1948,0.0866,0.9429,0.2557,0.3287,0.0515,0.8731,0.3562,-0.7534,-0.0722,0.6146,0.2222,0.0429,0.0447,0.9742,0.2168,0.615742218,0.060928117,-0.780912735,-0.085583795,22.62473876,57.82787809,42.56789188
0.1929,0.0946,0.9432,0.2531,0.3101,0.0632,0.8919,0.3229,-0.7531,-0.0923,0.6137,0.2179,0.0384,0.0394,0.9733,0.2224,0.613345684,0.049477548,-0.785832748,-0.061854154,22.84152275,58.941772,45.2510235
0.1912,0.1016,0.9433,0.2514,0.3034,0.0759,0.9014,0.2991,-0.7519,-0.1053,0.6154,0.2114,0.0349,0.0368,0.973,0.2251,0.615764219,0.049188926,-0.783767746,-0.064210565,21.23552948,58.45211563,45.79624717
0.191,0.1054,0.9428,0.252,0.2962,0.0812,0.9075,0.286,-0.7482,-0.1129,0.6199,0.207,0.0331,0.0359,0.973,0.2254,0.61943143,0.040645079,-0.782592597,-0.046920237,20.50476049,57.93825241,45.97921652
0.1892,0.1019,0.943,0.2538,0.2962,0.0815,0.9074,0.2866,-0.7474,-0.1132,0.6201,0.2094,0.0335,0.036,0.973,0.2253,0.621051406,0.038581159,-0.78161462,-0.043419257,20.95756482,57.93403281,46.5013428
0.186,0.0814,0.943,0.2634,0.3095,0.072,0.891,0.324,-0.7459,-0.105,0.6211,0.216,0.0358,0.0377,0.9732,0.2239,0.622228189,0.046790969,-0.779889443,-0.049144105,21.75331606,57.418692,46.44065256
0.1965,0.0557,0.9392,0.2757,0.3483,0.035,0.8401,0.4142,-0.7351,-0.0516,0.6283,0.2492,0.0438,0.0452,0.9738,0.2181,0.626511881,0.058264061,-0.774074198,-0.069980699,24.88414574,55.18451046,43.37234923
