S8_w,S8_x,S8_y,S8_z,S6_w,S6_x,S6_y,S6_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.0905,-0.0945,0.8991,0.4176,0.0483,0.3302,0.8665,0.3712,0.0456,0.341,0.914,0.2148,0.1159,0.0997,0.9403,0.3038,0.964104863,-0.110687458,0.019127933,-0.240591401,51.48886387,-35.47944043,-26.40552065
0.0709,-0.0969,0.8972,0.4248,0.0225,0.3355,0.8664,0.369,0.0141,0.3515,0.9114,0.213,0.0972,0.0978,0.9405,0.3103,0.964424164,-0.109722421,0.026303317,-0.239071451,46.55539917,-30.12664286,-22.84411387
0.0219,-0.1035,0.8922,0.4389,-0.0287,0.3325,0.8721,0.3576,-0.0405,0.3443,0.9155,0.2037,0.0474,0.0841,0.9418,0.3217,0.955818372,-0.122734096,0.01141357,-0.266865719,42.63913015,-26.08262314,-19.58329543
-0.0269,-0.0966,0.8862,0.452,-0.0788,0.3359,0.8716,0.348,-0.0935,0.3418,0.9135,0.1997,-0.0023,0.0828,0.9392,0.3331,0.953419744,-0.122131183,0.012772732,-0.275520641,41.56946729,-24.21070972,-18.61380034
-0.0269,-0.0966,0.8862,0.452,-0.0788,0.3359,0.8716,0.348,-0.0935,0.3418,0.9135,0.1997,-0.0023,0.0828,0.9392,0.3331,0.954068971,-0.121454812,0.020675593,-0.273081758,39.89585694,-21.80976782,-17.59535655
-0.0517,-0.0906,0.8833,0.457,-0.1026,0.3398,0.8711,0.3391,-0.1204,0.3425,0.9115,0.1929,-0.0278,0.0855,0.9372,0.3368,0.951997219,-0.126998674,0.011363539,-0.278286725,38.65710193,-20.81182558,-17.04202401
-0.0614,-0.0889,0.8819,0.4586,-0.111,0.3389,0.8728,0.3331,-0.1273,0.3402,0.9123,0.1889,-0.0363,0.0852,0.9362,0.3387,0.951997219,-0.126998674,0.011363539,-0.278286725,36.55128968,-19.77360122,-16.13817724
-0.0755,-0.0859,0.8803,0.4602,-0.1212,0.3358,0.8771,0.3212,-0.1448,0.3293,0.9169,0.1724,-0.0486,0.0852,0.9356,0.339,0.951521018,-0.145884899,0.006031518,-0.270719355,34.40112192,-19.81821132,-15.16073869
-0.0814,-0.0872,0.8797,0.4601,-0.1212,0.3273,0.8845,0.3093,-0.1461,0.3211,0.9211,0.1642,-0.0507,0.0836,0.9361,0.3376,0.951550015,-0.143596748,0.00769994,-0.271796347,29.03407838,-22.22286829,-12.01766419
-0.0885,-0.0882,0.8798,0.4584,-0.1064,0.3058,0.9041,0.2787,-0.1376,0.2807,0.9407,0.1308,-0.052,0.0811,0.9378,0.3334,0.955881091,-0.187560268,0.002853109,-0.226062702,26.70526736,-27.31157261,-7.326909394
