S8_w,S8_x,S8_y,S8_z,S9_w,S9_x,S9_y,S9_z,S4_w,S4_x,S4_y,S4_z,S5_w,S5_x,S5_y,S5_z,S5_4_rel_w,S5_4_rel_x,S5_4_rel_y,S5_4_rel_z,middle_pose_orientation_x,middle_pose_orientation_y,middle_pose_orientation_z
0.1784,0.1022,0.9428,0.2621,0.2849,0.0933,0.8994,0.3179,-0.7406,-0.0985,0.6253,0.225,0.0311,0.0498,0.9748,0.215,0.630066748,0.051079045,-0.773873396,-0.039074172,22.9418678,56.8741085,47.66304732
0.1811,0.0915,0.9423,0.266,0.3083,0.0717,0.8747,0.3668,-0.7357,-0.0858,0.6301,0.2325,0.0358,0.0512,0.9749,0.2133,0.633295062,0.057681322,-0.770178271,-0.049352408,22.9418678,56.8741085,47.66304732
0.1916,0.0745,0.94,0.2721,0.352,0.0494,0.8327,0.4244,-0.7297,-0.0658,0.6342,0.2466,0.0422,0.0543,0.9754,0.2093,0.633295062,0.057681322,-0.770178271,-0.049352408,24.37777211,54.50811622,45.47552669
0.1983,0.0648,0.9379,0.277,0.3691,0.0491,0.8227,0.4294,-0.7209,-0.0299,0.634,0.2781,0.0457,0.057,0.9755,0.207,0.635924029,0.070958361,-0.765769166,-0.064522289,24.37777211,54.50811622,45.47552669
0.1983,0.0648,0.9379,0.277,0.3691,0.0491,0.8227,0.4294,-0.7209,-0.0299,0.634,0.2781,0.0457,0.057,0.9755,0.207,0.6414891,0.100340077,-0.754376027,-0.096645813,31.90559744,51.45474365,44.22075068
0.1983,0.059,0.9373,0.2802,0.3689,0.0471,0.8224,0.4304,-0.7163,-0.0078,0.6301,0.2996,0.0471,0.0598,0.9758,0.2048,0.639930604,0.099834756,-0.75614152,-0.093658128,31.90559744,51.45474365,44.22075068
0.1955,0.0485,0.9365,0.2868,0.363,0.0422,0.8226,0.4354,-0.7144,0.0098,0.6244,0.3153,0.0476,0.062,0.976,0.2029,0.639124745,0.099527349,-0.757183917,-0.091029577,31.90559744,51.45474365,44.22075068
0.1928,0.0398,0.9358,0.2922,0.3576,0.0364,0.8201,0.445,-0.7208,0.0247,0.6128,0.3228,0.0453,0.0634,0.9765,0.2008,0.632184616,0.145358616,-0.747189957,-0.144639736,31.90559744,51.45474365,44.22075068
0.1905,0.0311,0.9349,0.2974,0.3499,0.0266,0.8167,0.458,-0.7245,0.0292,0.6092,0.3209,0.0447,0.0641,0.9766,0.1999,0.628683307,0.143889997,-0.749634686,-0.148663398,37.96423271,51.35169956,44.14902056
0.19,0.0205,0.934,0.3016,0.3489,0.0226,0.8151,0.4616,-0.7197,0.0349,0.6148,0.3204,0.0441,0.0648,0.977,0.1979,0.628683307,0.143889997,-0.749634686,-0.148663398,37.96423271,51.35169956,44.14902056
0.19,0.0205,0.934,0.3016,0.3489,0.0226,0.8151,0.4616,-0.7197,0.0349,0.6148,0.3204,0.0441,0.0648,0.977,0.1979,0.634697866,0.143210679,-0.744241847,-0.150842282,37.73034084,52.16524373,42.75111424
